game_id,date,season,team1,team2,team1_pts,team1_fg_pct,team1_3p_pct,team1_ft_pct,team1_reb,team1_ast,team1_stl,team1_blk,team1_tov,team1_pf,team1_plus_minus,team2_pts,team2_fg_pct,team2_3p_pct,team2_ft_pct,team2_reb,team2_ast,team2_stl,team2_blk,team2_tov,team2_pf,team2_plus_minus,pts_diff,fg_pct_diff,reb_diff,ast_diff,stl_diff,blk_diff,tov_diff,plus_minus_diff,team1_wins,team1_fgm,team1_fga,team1_fg3m,team1_fg3a,team1_ftm,team1_fta,team1_oreb,team1_dreb,team2_fgm,team2_fga,team2_fg3m,team2_fg3a,team2_ftm,team2_fta,team2_oreb,team2_dreb,team1_efficiency,team2_efficiency,efficiency_diff,team1_recent_win_rate,team2_recent_win_rate,recent_win_rate_diff
0012500003,2025-10-08,12025,SAS,MIA,112,0.465,0.361,0.704,49,24,10,5,21,28,5.0,107,0.457,0.345,0.767,36,24,8,3,19,23,-5.0,5,0.008000000000000007,13,0,2,2,2,10.0,1,40,86,13,36,19,27,16,33,37,81,10,29,23,30,8,28,0.9265387160820648,0.9452296819787985,-0.01869096589673369,1.0,0.0,1.0
0012500037,2025-10-08,12025,HOU,UTA,140,0.536,0.382,0.767,47,32,10,6,13,9,13.0,127,0.562,0.444,0.583,35,36,9,4,20,25,-13.0,13,-0.026000000000000023,12,-4,1,2,-7,26.0,1,52,97,13,34,23,30,19,28,50,89,20,45,7,12,9,26,1.1363636363636362,1.111305565278264,0.02505807108537228,1.0,0.5,0.5
0012500015,2025-10-08,12025,GSW,POR,129,0.472,0.422,0.765,44,31,9,4,19,25,6.0,123,0.417,0.333,0.636,60,26,9,4,18,33,-6.0,6,0.05499999999999999,-16,5,0,0,1,12.0,1,42,89,19,45,26,34,9,35,43,103,16,48,21,33,23,37,1.0406582768635042,0.8944153577661432,0.14624291909736098,1.0,0.5,0.5
0012500016,2025-10-08,12025,SAC,TOR,122,0.5,0.303,0.757,43,25,10,11,18,22,-8.0,130,0.484,0.541,0.815,42,32,11,6,16,28,8.0,-8,0.016000000000000014,1,-7,-1,5,2,-16.0,0,42,84,10,33,28,37,9,34,44,91,20,37,22,27,11,31,1.02280348759222,1.0844177510844177,-0.061614263492197674,0.5,0.0,0.5
0012500038,2025-10-08,12025,BOS,MEM,121,0.436,0.283,0.706,49,26,13,11,13,31,18.0,103,0.386,0.184,0.762,53,21,10,2,22,29,-18.0,18,0.04999999999999999,-4,5,3,9,-9,36.0,1,41,94,15,53,24,34,16,33,32,83,7,38,32,42,13,40,0.9921285667431944,0.8341431810819566,0.15798538566123776,0.5,0.0,0.5
0012500039,2025-10-09,12025,NYK,MIN,100,0.343,0.263,0.75,55,22,11,6,11,20,5.0,95,0.376,0.395,0.842,55,20,6,7,23,27,-5.0,5,-0.032999999999999974,0,2,5,-1,-12,10.0,1,35,102,15,57,15,20,18,37,32,85,15,38,16,19,14,41,0.8143322475570033,0.8164317634926092,-0.002099515935605867,1.0,0.5,0.5
0012500040,2025-10-09,12025,CHI,CLE,119,0.439,0.333,0.594,55,32,13,4,19,28,7.0,112,0.411,0.39,0.688,49,26,10,9,17,22,-7.0,7,0.028000000000000025,6,6,3,-5,2,14.0,1,43,98,14,42,19,32,12,43,37,90,16,41,22,32,11,38,0.894198978058311,0.9250082590023125,-0.030809280944001594,1.0,0.0,1.0
0012500041,2025-10-09,12025,DET,MIL,111,0.453,0.303,0.697,42,23,8,3,14,29,-6.0,117,0.5,0.5,0.775,31,22,4,5,15,27,6.0,-6,-0.046999999999999986,11,1,4,-2,-1,-12.0,0,39,86,10,33,23,33,13,29,34,68,18,36,31,40,3,28,0.9608725761772854,1.1403508771929824,-0.17947830101569706,1.0,1.0,0.0
0012500042,2025-10-09,12025,CHA,OKC,116,0.409,0.372,0.75,51,21,10,4,19,25,-6.0,122,0.489,0.349,0.792,43,30,9,13,16,25,6.0,-6,-0.08000000000000002,8,-9,1,-9,3,-12.0,0,38,93,16,43,24,32,14,37,44,90,15,43,19,24,10,33,0.9200507614213198,1.0466712422786548,-0.12662048085733502,0.0,0.5,-0.5
0012500043,2025-10-09,12025,LAC,GUA,142,0.627,0.488,0.68,46,42,10,10,16,28,47.0,95,0.378,0.405,0.8,25,19,7,1,21,28,-47.0,47,0.249,21,23,3,9,-5,94.0,1,52,83,21,43,17,25,12,34,28,74,15,37,24,30,6,19,1.290909090909091,0.8620689655172413,0.4288401253918497,0.5,0.0,0.5
0012500017,2025-10-10,12025,SAC,POR,123,0.489,0.324,0.788,38,20,8,3,17,33,-1.0,124,0.473,0.27,0.7,50,17,5,6,17,31,1.0,-1,0.016000000000000014,-12,3,3,-3,0,-2.0,0,43,88,11,34,26,33,12,26,43,91,10,37,28,40,20,30,1.0205774975107866,0.9794628751974724,0.0411146223133142,0.0,0.0,0.0
